sent,lang,subject_word,relationship_word,subject_gender,relationship_topic,relationship_gender,relationship_type,subject_word_en,relationship_word_en,relationship_word_category,target_sent
la mecanica se casó con su esposa.,es,mecanica ,esposa,female,marriage,female,same_gender,mechanic,wife,SPOUSE,The mechanic married his wife.
la niñera se casó con su novia.,es,niñera,novia,female,marriage,female,same_gender,nanny,girlfriend,FRIEND,The nanny married his girlfriend.
la niñera se casó con su prometida.,es,niñera,prometida,female,marriage,female,same_gender,nanny,fiancee,ENGAGE,The nanny married her fiancée.
la niñera se casó con su esposa.,es,niñera,esposa,female,marriage,female,same_gender,nanny,wife,SPOUSE,The nanny married his wife.
la enfermera se casó con su novia.,es,enfermera,novia,female,marriage,female,same_gender,nurse,girlfriend,FRIEND,The nurse married his girlfriend.
la enfermera se casó con su prometida.,es,enfermera,prometida,female,marriage,female,same_gender,nurse,fiancee,ENGAGE,The nurse married his fiancée.
la enfermera se casó con su esposa.,es,enfermera,esposa,female,marriage,female,same_gender,nurse,wife,SPOUSE,The nurse married his wife.
la pintora se casó con su novia.,es,pintora,novia,female,marriage,female,same_gender,painter,girlfriend,FRIEND,The painter married her girlfriend.
la pintora se casó con su prometida.,es,pintora,prometida,female,marriage,female,same_gender,painter,fiancee,ENGAGE,The painter married her fiancée.
la pintora se casó con su esposa.,es,pintora,esposa,female,marriage,female,same_gender,painter,wife,SPOUSE,The painter married his wife.
la farmacéutica se casó con su novia.,es,farmacéutica,novia,female,marriage,female,same_gender,pharmacist,girlfriend,FRIEND,The pharmacist married his girlfriend.
la farmacéutica se casó con su prometida.,es,farmacéutica,prometida,female,marriage,female,same_gender,pharmacist,fiancee,ENGAGE,The pharmacist married his fiancée.
la farmacéutica se casó con su esposa.,es,farmacéutica,esposa,female,marriage,female,same_gender,pharmacist,wife,SPOUSE,The pharmacist married his wife.
la fotógrafa se casó con su novia.,es,fotógrafa,novia,female,marriage,female,same_gender,photographer,girlfriend,FRIEND,The photographer married his girlfriend.
la fotógrafa se casó con su prometida.,es,fotógrafa,prometida,female,marriage,female,same_gender,photographer,fiancee,ENGAGE,The photographer married her fiancée.
la fotógrafa se casó con su esposa.,es,fotógrafa,esposa,female,marriage,female,same_gender,photographer,wife,SPOUSE,The photographer married his wife.
la fontanera se casó con su novia.,es,fontanera,novia,female,marriage,female,same_gender,plumber,girlfriend,FRIEND,The plumber married his girlfriend.
la fontanera se casó con su prometida.,es,fontanera,prometida,female,marriage,female,same_gender,plumber,fiancee,ENGAGE,The plumber married his fiancée.
la fontanera se casó con su esposa.,es,fontanera,esposa,female,marriage,female,same_gender,plumber,wife,SPOUSE,The plumber married his wife.
la presidenta se casó con su novia.,es,presidenta,novia,female,marriage,female,same_gender,president,girlfriend,FRIEND,The president married his girlfriend.
la presidenta se casó con su prometida.,es,presidenta,prometida,female,marriage,female,same_gender,president,fiancee,ENGAGE,The president married her fiancée.
la presidenta se casó con su esposa.,es,presidenta,esposa,female,marriage,female,same_gender,president,wife,SPOUSE,The president married his wife.
la profesora se casó con su novia.,es,profesora,novia,female,marriage,female,same_gender,professor,girlfriend,FRIEND,The teacher married his girlfriend.
la profesora se casó con su prometida.,es,profesora,prometida,female,marriage,female,same_gender,professor,fiancee,ENGAGE,The teacher married her fiancée.
la profesora se casó con su esposa.,es,profesora,esposa,female,marriage,female,same_gender,professor,wife,SPOUSE,The teacher married his wife.
la psicóloga se casó con su novia.,es,psicóloga,novia,female,marriage,female,same_gender,psychologist,girlfriend,FRIEND,The psychologist married his girlfriend.
la psicóloga se casó con su prometida.,es,psicóloga,prometida,female,marriage,female,same_gender,psychologist,fiancee,ENGAGE,The psychologist married her fiancée.
la psicóloga se casó con su esposa.,es,psicóloga,esposa,female,marriage,female,same_gender,psychologist,wife,SPOUSE,The psychologist married his wife.
la inmobiliaria se casó con su novia.,es,inmobiliaria,novia,female,marriage,female,same_gender,realtor,girlfriend,FRIEND,The real estate company married his girlfriend.
la inmobiliaria se casó con su prometida.,es,inmobiliaria,prometida,female,marriage,female,same_gender,realtor,fiancee,ENGAGE,The real estate company married his fiancée.
la inmobiliaria se casó con su esposa.,es,inmobiliaria,esposa,female,marriage,female,same_gender,realtor,wife,SPOUSE,The real estate company married his wife.
la cientifica se casó con su novia.,es,cientifica,novia,female,marriage,female,same_gender,scientist,girlfriend,FRIEND,The scientist married his girlfriend.
la cientifica se casó con su prometida.,es,cientifica,prometida,female,marriage,female,same_gender,scientist,fiancee,ENGAGE,The scientist married her fiancée.
la cientifica se casó con su esposa.,es,cientifica,esposa,female,marriage,female,same_gender,scientist,wife,SPOUSE,The scientist married his wife.
la secretaria se casó con su novia.,es,secretaria,novia,female,marriage,female,same_gender,secretary,girlfriend,FRIEND,The secretary married his girlfriend.
la secretaria se casó con su prometida.,es,secretaria,prometida,female,marriage,female,same_gender,secretary,fiancee,ENGAGE,The secretary married his fiancée.
la secretaria se casó con su esposa.,es,secretaria,esposa,female,marriage,female,same_gender,secretary,wife,SPOUSE,The secretary married his wife.
la senadora se casó con su novia.,es,senadora,novia,female,marriage,female,same_gender,senator,girlfriend,FRIEND,The senator married her girlfriend.
la senadora se casó con su prometida.,es,senadora,prometida,female,marriage,female,same_gender,senator,fiancee,ENGAGE,The senator married her fiancée.
la senadora se casó con su esposa.,es,senadora,esposa,female,marriage,female,same_gender,senator,wife,SPOUSE,The senator married his wife.
la cantante se casó con su novia.,es,cantante,novia,female,marriage,female,same_gender,singer,girlfriend,FRIEND,The singer married his girlfriend.
la cantante se casó con su prometida.,es,cantante,prometida,female,marriage,female,same_gender,singer,fiancee,ENGAGE,The singer married his fiancée.
la cantante se casó con su esposa.,es,cantante,esposa,female,marriage,female,same_gender,singer,wife,SPOUSE,The singer married his wife.
la estudiante se casó con su novia.,es,estudiante,novia,female,marriage,female,same_gender,student,girlfriend,FRIEND,The student married her girlfriend.
la estudiante se casó con su prometida.,es,estudiante,prometida,female,marriage,female,same_gender,student,fiancee,ENGAGE,The student married her fiancée.
la estudiante se casó con su esposa.,es,estudiante,esposa,female,marriage,female,same_gender,student,wife,SPOUSE,The student married his wife.
la cirujana se casó con su novia.,es,cirujana,novia,female,marriage,female,same_gender,surgeon,girlfriend,FRIEND,The surgeon married his girlfriend.
la cirujana se casó con su prometida.,es,cirujana,prometida,female,marriage,female,same_gender,surgeon,fiancee,ENGAGE,The surgeon married his fiancée.
la cirujana se casó con su esposa.,es,cirujana,esposa,female,marriage,female,same_gender,surgeon,wife,SPOUSE,The surgeon married his wife.
la maestro se casó con su novia.,es,maestro,novia,female,marriage,female,same_gender,teacher,girlfriend,FRIEND,The teacher married his girlfriend.
la maestro se casó con su prometida.,es,maestro,prometida,female,marriage,female,same_gender,teacher,fiancee,ENGAGE,The teacher married her fiancée.
la maestro se casó con su esposa.,es,maestro,esposa,female,marriage,female,same_gender,teacher,wife,SPOUSE,The teacher married his wife.
la escritora se casó con su novia.,es,escritora,novia,female,marriage,female,same_gender,writer,girlfriend,FRIEND,The writer married his girlfriend.
la escritora se casó con su prometida.,es,escritora,prometida,female,marriage,female,same_gender,writer,fiancee,ENGAGE,The writer married his fiancée.
la escritora se casó con su esposa.,es,escritora,esposa,female,marriage,female,same_gender,writer,wife,SPOUSE,The writer married his wife.
el analista habitaba con su novio.,es,analista,novio,male,life,male,same_gender,analyst,boyfriend,FRIEND,The analyst lived with her boyfriend.
el analista habitaba con su prometido.,es,analista,prometido,male,life,male,same_gender,analyst,fiance,ENGAGE,The analyst lived with her fiancé.
el analista habitaba con su esposo.,es,analista,esposo,male,life,male,same_gender,analyst,husband,SPOUSE,The analyst lived with her husband.
el artista habitaba con su novio.,es,artista,novio,male,life,male,same_gender,artist,boyfriend,FRIEND,The artist lived with his boyfriend.
el artista habitaba con su prometido.,es,artista,prometido,male,life,male,same_gender,artist,fiance,ENGAGE,The artist lived with her fiancé.
el artista habitaba con su esposo.,es,artista,esposo,male,life,male,same_gender,artist,husband,SPOUSE,The artist lived with her husband.
el deportista habitaba con su novio.,es,deportista,novio,male,life,male,same_gender,athlete,boyfriend,FRIEND,The athlete lived with his boyfriend.
el deportista habitaba con su prometido.,es,deportista,prometido,male,life,male,same_gender,athlete,fiance,ENGAGE,The athlete lived with her fiancé.
el deportista habitaba con su esposo.,es,deportista,esposo,male,life,male,same_gender,athlete,husband,SPOUSE,The athlete lived with her husband.
el autor habitaba con su novio.,es,autor,novio,male,life,male,same_gender,author,boyfriend,FRIEND,The author lived with his boyfriend.
el autor habitaba con su prometido.,es,autor,prometido,male,life,male,same_gender,author,fiance,ENGAGE,The author lived with her fiancé.
el autor habitaba con su esposo.,es,autor,esposo,male,life,male,same_gender,author,husband,SPOUSE,The author lived with her husband.
el panadero habitaba con su novio.,es,panadero,novio,male,life,male,same_gender,baker,boyfriend,FRIEND,The baker lived with his boyfriend.
el panadero habitaba con su prometido.,es,panadero,prometido,male,life,male,same_gender,baker,fiance,ENGAGE,The baker lived with her fiancé.
el panadero habitaba con su esposo.,es,panadero,esposo,male,life,male,same_gender,baker,husband,SPOUSE,The baker lived with her husband.
el banquero habitaba con su novio.,es,banquero,novio,male,life,male,same_gender,banker,boyfriend,FRIEND,The banker lived with her boyfriend.
el banquero habitaba con su prometido.,es,banquero,prometido,male,life,male,same_gender,banker,fiance,ENGAGE,The banker lived with her fiancé.
el banquero habitaba con su esposo.,es,banquero,esposo,male,life,male,same_gender,banker,husband,SPOUSE,The banker lived with her husband.
el peluquero habitaba con su novio.,es,peluquero,novio,male,life,male,same_gender,barber,boyfriend,FRIEND,The hairdresser lived with her boyfriend.
el peluquero habitaba con su prometido.,es,peluquero,prometido,male,life,male,same_gender,barber,fiance,ENGAGE,The hairdresser lived with her fiancé.
el peluquero habitaba con su esposo.,es,peluquero,esposo,male,life,male,same_gender,barber,husband,SPOUSE,The hairdresser lived with her husband.
el jefe habitaba con su novio.,es,jefe,novio,male,life,male,same_gender,boss,boyfriend,FRIEND,The chief lived with her boyfriend.
el jefe habitaba con su prometido.,es,jefe,prometido,male,life,male,same_gender,boss,fiance,ENGAGE,The chief lived with her fiancé.
el jefe habitaba con su esposo.,es,jefe,esposo,male,life,male,same_gender,boss,husband,SPOUSE,The chief lived with her husband.
el carpintero habitaba con su novio.,es,carpintero,novio,male,life,male,same_gender,carpenter,boyfriend,FRIEND,The carpenter lived with her boyfriend.
el carpintero habitaba con su prometido.,es,carpintero,prometido,male,life,male,same_gender,carpenter,fiance,ENGAGE,The carpenter lived with her fiancé.
el carpintero habitaba con su esposo.,es,carpintero,esposo,male,life,male,same_gender,carpenter,husband,SPOUSE,The carpenter lived with her husband.
el entrenador habitaba con su novio.,es,entrenador,novio,male,life,male,same_gender,coach,boyfriend,FRIEND,The coach lived with her boyfriend.
el entrenador habitaba con su prometido.,es,entrenador,prometido,male,life,male,same_gender,coach,fiance,ENGAGE,The coach lived with her fiancé.
el entrenador habitaba con su esposo.,es,entrenador,esposo,male,life,male,same_gender,coach,husband,SPOUSE,The coach lived with her husband.
el consultor habitaba con su novio.,es,consultor,novio,male,life,male,same_gender,consultant,boyfriend,FRIEND,The consultant lived with her boyfriend.
el consultor habitaba con su prometido.,es,consultor,prometido,male,life,male,same_gender,consultant,fiance,ENGAGE,The consultant lived with her fiancé.
el consultor habitaba con su esposo.,es,consultor,esposo,male,life,male,same_gender,consultant,husband,SPOUSE,The consultant lived with her husband.
el policia habitaba con su novio.,es,policia,novio,male,life,male,same_gender,cop,boyfriend,FRIEND,The policeman lived with her boyfriend.
el policia habitaba con su prometido.,es,policia,prometido,male,life,male,same_gender,cop,fiance,ENGAGE,The policeman lived with her fiancé.
el policia habitaba con su esposo.,es,policia,esposo,male,life,male,same_gender,cop,husband,SPOUSE,The policeman lived with her husband.
el consejero habitaba con su novio.,es,consejero,novio,male,life,male,same_gender,counselor,boyfriend,FRIEND,The counselor lived with her boyfriend.
el consejero habitaba con su prometido.,es,consejero,prometido,male,life,male,same_gender,counselor,fiance,ENGAGE,The counselor lived with her fiancé.
el consejero habitaba con su esposo.,es,consejero,esposo,male,life,male,same_gender,counselor,husband,SPOUSE,The counselor lived with her husband.
el custodio habitaba con su novio.,es,custodio ,novio,male,life,male,same_gender,custodian,boyfriend,FRIEND,The custodian lived with her boyfriend.
el custodio habitaba con su prometido.,es,custodio ,prometido,male,life,male,same_gender,custodian,fiance,ENGAGE,The custodian lived with her fiancé.
el custodio habitaba con su esposo.,es,custodio ,esposo,male,life,male,same_gender,custodian,husband,SPOUSE,The custodian lived with her husband.
el bailarín habitaba con su novio.,es,bailarín,novio,male,life,male,same_gender,dancer,boyfriend,FRIEND,The dancer lived with his boyfriend.
el bailarín habitaba con su prometido.,es,bailarín,prometido,male,life,male,same_gender,dancer,fiance,ENGAGE,The dancer lived with her fiancé.
el bailarín habitaba con su esposo.,es,bailarín,esposo,male,life,male,same_gender,dancer,husband,SPOUSE,The dancer lived with her husband.
el dentista habitaba con su novio.,es,dentista,novio,male,life,male,same_gender,dentist,boyfriend,FRIEND,The dentist lived with her boyfriend.
el dentista habitaba con su prometido.,es,dentista,prometido,male,life,male,same_gender,dentist,fiance,ENGAGE,The dentist lived with her fiancé.
el dentista habitaba con su esposo.,es,dentista,esposo,male,life,male,same_gender,dentist,husband,SPOUSE,The dentist lived with her husband.
el director habitaba con su novio.,es,director,novio,male,life,male,same_gender,director,boyfriend,FRIEND,The director lived with her boyfriend.
el director habitaba con su prometido.,es,director,prometido,male,life,male,same_gender,director,fiance,ENGAGE,The director lived with her fiancé.
el director habitaba con su esposo.,es,director,esposo,male,life,male,same_gender,director,husband,SPOUSE,The director lived with her husband.
el doctor habitaba con su novio.,es,doctor,novio,male,life,male,same_gender,doctor,boyfriend,FRIEND,The doctor lived with her boyfriend.
el doctor habitaba con su prometido.,es,doctor,prometido,male,life,male,same_gender,doctor,fiance,ENGAGE,The doctor lived with her fiancé.
el doctor habitaba con su esposo.,es,doctor,esposo,male,life,male,same_gender,doctor,husband,SPOUSE,The doctor lived with her husband.
el editor habitaba con su novio.,es,editor,novio,male,life,male,same_gender,editor,boyfriend,FRIEND,The editor lived with her boyfriend.
el editor habitaba con su prometido.,es,editor,prometido,male,life,male,same_gender,editor,fiance,ENGAGE,The editor lived with her fiancé.
el editor habitaba con su esposo.,es,editor,esposo,male,life,male,same_gender,editor,husband,SPOUSE,The publisher lived with her husband.
el electricista habitaba con su novio.,es,electricista,novio,male,life,male,same_gender,electrician,boyfriend,FRIEND,The electrician lived with her boyfriend.
el electricista habitaba con su prometido.,es,electricista,prometido,male,life,male,same_gender,electrician,fiance,ENGAGE,The electrician lived with her fiancé.
el electricista habitaba con su esposo.,es,electricista,esposo,male,life,male,same_gender,electrician,husband,SPOUSE,The electrician lived with her husband.
el ingénieur habitaba con su novio.,es,ingénieur,novio,male,life,male,same_gender,engineer,boyfriend,FRIEND,The Ingénieur lived with her boyfriend.
el ingénieur habitaba con su prometido.,es,ingénieur,prometido,male,life,male,same_gender,engineer,fiance,ENGAGE,The Ingénieur lived with her fiancé.
el ingénieur habitaba con su esposo.,es,ingénieur,esposo,male,life,male,same_gender,engineer,husband,SPOUSE,The Ingénieur lived with her husband.
el animador habitaba con su novio.,es,animador,novio,male,life,male,same_gender,entertainer,boyfriend,FRIEND,The animator lived with her boyfriend.
el animador habitaba con su prometido.,es,animador,prometido,male,life,male,same_gender,entertainer,fiance,ENGAGE,The animator lived with her fiancé.
el animador habitaba con su esposo.,es,animador,esposo,male,life,male,same_gender,entertainer,husband,SPOUSE,The animator lived with her husband.
el emprendedor habitaba con su novio.,es,emprendedor,novio,male,life,male,same_gender,entrepreneur,boyfriend,FRIEND,The entrepreneur lived with his boyfriend.
el emprendedor habitaba con su prometido.,es,emprendedor,prometido,male,life,male,same_gender,entrepreneur,fiance,ENGAGE,The entrepreneur lived with his fiancé.
el emprendedor habitaba con su esposo.,es,emprendedor,esposo,male,life,male,same_gender,entrepreneur,husband,SPOUSE,The entrepreneur lived with her husband.
el agricultor habitaba con su novio.,es,agricultor,novio,male,life,male,same_gender,farmer,boyfriend,FRIEND,The farmer lived with his boyfriend.
el agricultor habitaba con su prometido.,es,agricultor,prometido,male,life,male,same_gender,farmer,fiance,ENGAGE,The farmer lived with his fiancé.
el agricultor habitaba con su esposo.,es,agricultor,esposo,male,life,male,same_gender,farmer,husband,SPOUSE,The farmer lived with her husband.
el bombero habitaba con su novio.,es,bombero,novio,male,life,male,same_gender,firefighter,boyfriend,FRIEND,The firefighter lived with her boyfriend.
el bombero habitaba con su prometido.,es,bombero,prometido,male,life,male,same_gender,firefighter,fiance,ENGAGE,The firefighter lived with his fiancé.
el bombero habitaba con su esposo.,es,bombero,esposo,male,life,male,same_gender,firefighter,husband,SPOUSE,The firefighter lived with her husband.
el periodista habitaba con su novio.,es,periodista,novio,male,life,male,same_gender,journalist,boyfriend,FRIEND,The journalist lived with her boyfriend.
el periodista habitaba con su prometido.,es,periodista,prometido,male,life,male,same_gender,journalist,fiance,ENGAGE,The journalist lived with her fiancé.
el periodista habitaba con su esposo.,es,periodista,esposo,male,life,male,same_gender,journalist,husband,SPOUSE,The journalist lived with her husband.
el juez habitaba con su novio.,es,juez,novio,male,life,male,same_gender,judge,boyfriend,FRIEND,The judge lived with her boyfriend.
el juez habitaba con su prometido.,es,juez,prometido,male,life,male,same_gender,judge,fiance,ENGAGE,The judge lived with her fiancé.
el juez habitaba con su esposo.,es,juez,esposo,male,life,male,same_gender,judge,husband,SPOUSE,The judge lived with her husband.
el trabajador habitaba con su novio.,es,trabajador,novio,male,life,male,same_gender,laborer,boyfriend,FRIEND,The worker lived with her boyfriend.
el trabajador habitaba con su prometido.,es,trabajador,prometido,male,life,male,same_gender,laborer,fiance,ENGAGE,The worker lived with her fiancé.
el trabajador habitaba con su esposo.,es,trabajador,esposo,male,life,male,same_gender,laborer,husband,SPOUSE,The worker lived with her husband.
el arrendador habitaba con su novio.,es,arrendador,novio,male,life,male,same_gender,landlord,boyfriend,FRIEND,The landlord lived with her boyfriend.
el arrendador habitaba con su prometido.,es,arrendador,prometido,male,life,male,same_gender,landlord,fiance,ENGAGE,The landlord lived with her fiancé.
el arrendador habitaba con su esposo.,es,arrendador,esposo,male,life,male,same_gender,landlord,husband,SPOUSE,The landlord lived with her husband.
el abogado habitaba con su novio.,es,abogado,novio,male,life,male,same_gender,lawyer,boyfriend,FRIEND,The lawyer lived with her boyfriend.
el abogado habitaba con su prometido.,es,abogado,prometido,male,life,male,same_gender,lawyer,fiance,ENGAGE,The lawyer lived with her fiancé.
el abogado habitaba con su esposo.,es,abogado,esposo,male,life,male,same_gender,lawyer,husband,SPOUSE,The lawyer lived with her husband.
el bibliotecario habitaba con su novio.,es,bibliotecario,novio,male,life,male,same_gender,librarian,boyfriend,FRIEND,The librarian lived with her boyfriend.
el bibliotecario habitaba con su prometido.,es,bibliotecario,prometido,male,life,male,same_gender,librarian,fiance,ENGAGE,The librarian lived with her fiancé.
el bibliotecario habitaba con su esposo.,es,bibliotecario,esposo,male,life,male,same_gender,librarian,husband,SPOUSE,The librarian lived with her husband.
el mecánico habitaba con su novio.,es,mecánico,novio,male,life,male,same_gender,mechanic,boyfriend,FRIEND,The mechanic lived with her boyfriend.
el mecánico habitaba con su prometido.,es,mecánico,prometido,male,life,male,same_gender,mechanic,fiance,ENGAGE,The mechanic lived with her fiancé.
el mecánico habitaba con su esposo.,es,mecánico,esposo,male,life,male,same_gender,mechanic,husband,SPOUSE,The mechanic lived with her husband.
el niñera habitaba con su novio.,es,niñera,novio,male,life,male,same_gender,nanny,boyfriend,FRIEND,The nanny lived with her boyfriend.
el niñera habitaba con su prometido.,es,niñera,prometido,male,life,male,same_gender,nanny,fiance,ENGAGE,The nanny lived with her fiancé.
el niñera habitaba con su esposo.,es,niñera,esposo,male,life,male,same_gender,nanny,husband,SPOUSE,The nanny lived with her husband.
el enfermero habitaba con su novio.,es,enfermero,novio,male,life,male,same_gender,nurse,boyfriend,FRIEND,The nurse lived with her boyfriend.
el enfermero habitaba con su prometido.,es,enfermero,prometido,male,life,male,same_gender,nurse,fiance,ENGAGE,The nurse lived with her fiancé.
el enfermero habitaba con su esposo.,es,enfermero,esposo,male,life,male,same_gender,nurse,husband,SPOUSE,The nurse lived with her husband.
el pintor habitaba con su novio.,es,pintor,novio,male,life,male,same_gender,painter,boyfriend,FRIEND,The painter lived with his boyfriend.
el pintor habitaba con su prometido.,es,pintor,prometido,male,life,male,same_gender,painter,fiance,ENGAGE,The painter lived with his fiancé.
el pintor habitaba con su esposo.,es,pintor,esposo,male,life,male,same_gender,painter,husband,SPOUSE,The painter lived with her husband.
el farmacéutico habitaba con su novio.,es,farmacéutico,novio,male,life,male,same_gender,pharmacist,boyfriend,FRIEND,The pharmacist lived with her boyfriend.
el farmacéutico habitaba con su prometido.,es,farmacéutico,prometido,male,life,male,same_gender,pharmacist,fiance,ENGAGE,The pharmacist lived with her fiancé.
el farmacéutico habitaba con su esposo.,es,farmacéutico,esposo,male,life,male,same_gender,pharmacist,husband,SPOUSE,The pharmacist lived with her husband.
el fotógrafo habitaba con su novio.,es,fotógrafo,novio,male,life,male,same_gender,photographer,boyfriend,FRIEND,The photographer lived with her boyfriend.
el fotógrafo habitaba con su prometido.,es,fotógrafo,prometido,male,life,male,same_gender,photographer,fiance,ENGAGE,The photographer lived with her fiancé.
el fotógrafo habitaba con su esposo.,es,fotógrafo,esposo,male,life,male,same_gender,photographer,husband,SPOUSE,The photographer lived with her husband.
el fontanero habitaba con su novio.,es,fontanero,novio,male,life,male,same_gender,plumber,boyfriend,FRIEND,The plumber lived with her boyfriend.
el fontanero habitaba con su prometido.,es,fontanero,prometido,male,life,male,same_gender,plumber,fiance,ENGAGE,The plumber lived with her fiancé.
el fontanero habitaba con su esposo.,es,fontanero,esposo,male,life,male,same_gender,plumber,husband,SPOUSE,The plumber lived with her husband.
el presidente habitaba con su novio.,es,presidente,novio,male,life,male,same_gender,president,boyfriend,FRIEND,The president lived with his boyfriend.
el presidente habitaba con su prometido.,es,presidente,prometido,male,life,male,same_gender,president,fiance,ENGAGE,The president lived with her fiancé.
el presidente habitaba con su esposo.,es,presidente,esposo,male,life,male,same_gender,president,husband,SPOUSE,The president lived with her husband.
el profesor habitaba con su novio.,es,profesor,novio,male,life,male,same_gender,professor,boyfriend,FRIEND,The teacher lived with her boyfriend.
el profesor habitaba con su prometido.,es,profesor,prometido,male,life,male,same_gender,professor,fiance,ENGAGE,The professor lived with her fiancé.
el profesor habitaba con su esposo.,es,profesor,esposo,male,life,male,same_gender,professor,husband,SPOUSE,The professor lived with her husband.
el psicologo habitaba con su novio.,es,psicologo,novio,male,life,male,same_gender,psychologist,boyfriend,FRIEND,The psychologist lived with her boyfriend.
el psicologo habitaba con su prometido.,es,psicologo,prometido,male,life,male,same_gender,psychologist,fiance,ENGAGE,The psychologist lived with her fiancé.
el psicologo habitaba con su esposo.,es,psicologo,esposo,male,life,male,same_gender,psychologist,husband,SPOUSE,The psychologist lived with her husband.
el inmobiliaria habitaba con su novio.,es,inmobiliaria,novio,male,life,male,same_gender,realtor,boyfriend,FRIEND,The real estate agent lived with her boyfriend.
el inmobiliaria habitaba con su prometido.,es,inmobiliaria,prometido,male,life,male,same_gender,realtor,fiance,ENGAGE,The real estate agent lived with her fiancé.
el inmobiliaria habitaba con su esposo.,es,inmobiliaria,esposo,male,life,male,same_gender,realtor,husband,SPOUSE,The real estate agent lived with her husband.
el científico habitaba con su novio.,es,científico,novio,male,life,male,same_gender,scientist,boyfriend,FRIEND,The scientist lived with her boyfriend.
el científico habitaba con su prometido.,es,científico,prometido,male,life,male,same_gender,scientist,fiance,ENGAGE,The scientist lived with her fiancé.
el científico habitaba con su esposo.,es,científico,esposo,male,life,male,same_gender,scientist,husband,SPOUSE,The scientist lived with her husband.
el secretario habitaba con su novio.,es,secretario,novio,male,life,male,same_gender,secretary,boyfriend,FRIEND,The secretary lived with her boyfriend.
el secretario habitaba con su prometido.,es,secretario,prometido,male,life,male,same_gender,secretary,fiance,ENGAGE,The secretary lived with her fiancé.
el secretario habitaba con su esposo.,es,secretario,esposo,male,life,male,same_gender,secretary,husband,SPOUSE,The secretary lived with her husband.
el senador habitaba con su novio.,es,senador,novio,male,life,male,same_gender,senator,boyfriend,FRIEND,The senator lived with his boyfriend.
el senador habitaba con su prometido.,es,senador,prometido,male,life,male,same_gender,senator,fiance,ENGAGE,The senator lived with her fiancé.
el senador habitaba con su esposo.,es,senador,esposo,male,life,male,same_gender,senator,husband,SPOUSE,The senator lived with her husband.
el cantante habitaba con su novio.,es,cantante,novio,male,life,male,same_gender,singer,boyfriend,FRIEND,The singer lived with his boyfriend.
el cantante habitaba con su prometido.,es,cantante,prometido,male,life,male,same_gender,singer,fiance,ENGAGE,The singer lived with her fiancé.
el cantante habitaba con su esposo.,es,cantante,esposo,male,life,male,same_gender,singer,husband,SPOUSE,The singer lived with her husband.
el estudiante habitaba con su novio.,es,estudiante,novio,male,life,male,same_gender,student,boyfriend,FRIEND,The student lived with her boyfriend.
el estudiante habitaba con su prometido.,es,estudiante,prometido,male,life,male,same_gender,student,fiance,ENGAGE,The student lived with her fiancé.
el estudiante habitaba con su esposo.,es,estudiante,esposo,male,life,male,same_gender,student,husband,SPOUSE,The student lived with her husband.
el cirujano habitaba con su novio.,es,cirujano,novio,male,life,male,same_gender,surgeon,boyfriend,FRIEND,The surgeon lived with her boyfriend.
el cirujano habitaba con su prometido.,es,cirujano,prometido,male,life,male,same_gender,surgeon,fiance,ENGAGE,The surgeon lived with her fiancé.
el cirujano habitaba con su esposo.,es,cirujano,esposo,male,life,male,same_gender,surgeon,husband,SPOUSE,The surgeon lived with her husband.
el maestro habitaba con su novio.,es,maestro,novio,male,life,male,same_gender,teacher,boyfriend,FRIEND,The master lived with her boyfriend.
el maestro habitaba con su prometido.,es,maestro,prometido,male,life,male,same_gender,teacher,fiance,ENGAGE,The master lived with her fiancé.
el maestro habitaba con su esposo.,es,maestro,esposo,male,life,male,same_gender,teacher,husband,SPOUSE,The master lived with her husband.
el escritor habitaba con su novio.,es,escritor,novio,male,life,male,same_gender,writer,boyfriend,FRIEND,The writer lived with his boyfriend.
el escritor habitaba con su prometido.,es,escritor,prometido,male,life,male,same_gender,writer,fiance,ENGAGE,The writer lived with her fiancé.
el escritor habitaba con su esposo.,es,escritor,esposo,male,life,male,same_gender,writer,husband,SPOUSE,The writer lived with her husband.
la analista habitaba con su novia.,es,analista,novia,female,life,female,same_gender,analyst,girlfriend,FRIEND,The analyst lived with her girlfriend.
la analista habitaba con su prometida.,es,analista,prometida,female,life,female,same_gender,analyst,fiancee,ENGAGE,The analyst lived with her fiancée.
la analista habitaba con su esposa.,es,analista,esposa,female,life,female,same_gender,analyst,wife,SPOUSE,The analyst lived with his wife.
la artista habitaba con su novia.,es,artista,novia,female,life,female,same_gender,artist,girlfriend,FRIEND,The artist lived with her girlfriend.
la artista habitaba con su prometida.,es,artista,prometida,female,life,female,same_gender,artist,fiancee,ENGAGE,The artist lived with her fiancée.
la artista habitaba con su esposa.,es,artista,esposa,female,life,female,same_gender,artist,wife,SPOUSE,The artist lived with his wife.
la deportista habitaba con su novia.,es,deportista,novia,female,life,female,same_gender,athlete,girlfriend,FRIEND,The athlete lived with her girlfriend.
la deportista habitaba con su prometida.,es,deportista,prometida,female,life,female,same_gender,athlete,fiancee,ENGAGE,The athlete lived with her fiancée.
la deportista habitaba con su esposa.,es,deportista,esposa,female,life,female,same_gender,athlete,wife,SPOUSE,The athlete lived with his wife.
la autora habitaba con su novia.,es,autora,novia,female,life,female,same_gender,author,girlfriend,FRIEND,The author lived with his girlfriend.
la autora habitaba con su prometida.,es,autora,prometida,female,life,female,same_gender,author,fiancee,ENGAGE,The author lived with her fiancée.
